year,fips7,city_name,opinion_affectweather,opinion_citizens,opinion_congress,opinion_consensus,opinion_corporations,opinion_devharm,opinion_discuss,opinion_exp,opinion_fundrenewables,opinion_futuregen,opinion_generaterenewable,opinion_governor,opinion_happening,opinion_harmplants,opinion_harmus,opinion_human,opinion_localofficials,opinion_personal,opinion_priority,opinion_reducetax,opinion_regulate,opinion_teachgw,opinion_timing,opinion_worried
2017,4807000,beaumont,,,,39.375,,60.645,28.99,,80.615,66.675,,,68.715,66.21000000000001,56.27,49.41,,41.125,,,73.08,76.985,49.705,55.845
2018,4807000,beaumont,57.29,60.44,58.48,37.14,64.41,59.12,29.36,,80.96,65.82,,55.14,68.02,65.7,55.3,50.2,57.68,40.87,,64.77,74.08,77.06,47.95,55.99
2019,4807000,beaumont,54.45,59.61,55.95,37.26,65.33,59.15,28.99,,79.56,62.97,,55.03,65.01,63.52,54.14,45.35,57.18,41.92,,62.97,68.43,74.81,45.52,55.36
2020,4807000,beaumont,60.37,59.05,54.49,40.48,65.63,61.06,27.59,,82.85,65.02,,50.54,70.35,65.43,56.82,48.87,54.09,41.97,49.17,65.22,70.54,76.11,53.41,57.84
2021,4807000,beaumont,59.75,60.48,55.75,43.04,65.48,64.05,27.51,43.84,73.63,65.29,,54.91,70.14,65.3,60.58,47.36,58.44,46.24,52.8,62.79,67.56,74.89,55.68,60.18
2022,4807000,beaumont,54.33,54.9,51.87,39.3,60.54,61.04,25.77,40.24,73.16,62.8,74.64,50.1,66.56,62.58,57.39,45.85,53.06,43.29,47.92,60.93,68.35,70.67,51.94,56.69
2023,4807000,beaumont,56.34,55.11,55.85,40.09,63.06,61.01,27.11,40.78,74.65,63.29,73.58,51.82,69.68,63.0,56.92,48.36,54.48,44.4,52.93,64.41,68.83,71.47,52.06,58.25
2015,4810768,brownsville,,,,44.365,,63.34,,,77.46000000000001,68.91499999999999,,,70.465,,60.725,56.9,,47.23,,,72.72,,53.775,63.4
2016,4810768,brownsville,,,,50.73,,70.68,33.32,,81.92,75.83,,,75.93,74.6,66.45,60.8,,51.46,,,74.44,81.49,60.55,68.8
2017,4810768,brownsville,,,,49.42,,69.47,33.254999999999995,,82.89,74.86500000000001,,,76.015,74.535,66.07,61.91,,51.16,,,75.47999999999999,82.515,59.705,69.32
2018,4810768,brownsville,65.35,66.72,65.5,48.11,66.86,68.26,33.19,,83.86,73.9,,61.85,76.1,74.47,65.69,63.02,64.53,50.86,,74.62,76.52,83.54,58.86,69.84
2019,4810768,brownsville,61.88,66.13,64.21,48.2,68.63,68.45,34.13,,82.58,71.18,,62.23,72.72,72.4,64.84,59.73,64.09,51.73,,72.81,70.91,82.35,56.95,68.97
2020,4810768,brownsville,65.48,66.47,64.1,49.1,69.49,70.29,32.72,,85.18,73.33,,58.77,77.24,74.02,66.76,64.37,61.75,51.28,61.75,74.69,74.06,83.11,64.16,70.76
2021,4810768,brownsville,64.23,67.5,64.26,49.41,68.71,71.0,31.39,48.22,76.83,71.68,,61.82,75.46,72.72,69.29,62.75,65.17,54.12,64.91,71.29,70.12,81.11,66.02,71.26
2022,4810768,brownsville,57.51,61.55,59.26,45.39,63.82,67.61,29.8,43.45,74.59,68.57,77.26,56.23,70.51,69.57,65.31,59.54,58.32,50.27,58.1,66.01,69.17,74.76,61.87,66.18
2023,4810768,brownsville,58.55,61.65,62.5,46.92,65.39,66.74,31.38,45.22,76.05,68.72,77.33,57.94,73.79,69.51,64.26,60.66,59.63,51.33,63.36,69.4,69.68,75.66,63.28,67.13
2013,4810912,bryan,,,,,,,,,,,,,,,,,,,,,,,,
2014,4810912,bryan,,,,41.0,,53.0,,,76.0,60.0,,,62.0,,51.0,45.0,,36.0,,,71.0,,42.0,53.0
2015,4810912,bryan,,,,44.065,,57.415,,,78.00999999999999,64.155,,,65.155,,53.575,47.53,,37.775,,,69.715,,45.28,54.445
2016,4810912,bryan,,,,47.13,,61.83,32.08,,80.02,68.31,,,68.31,66.79,56.15,50.06,,39.55,,,68.43,77.02,48.56,55.89
2017,4810912,bryan,,,,48.895,,62.1,33.129999999999995,,81.58,69.265,,,69.45,67.95500000000001,57.085,53.275000000000006,,39.51,,,70.95,77.285,49.17,58.74
2018,4810912,bryan,59.25,62.48,58.79,50.66,64.25,62.37,34.18,,83.14,70.22,,53.6,70.59,69.12,58.02,56.49,55.12,39.47,,63.88,73.47,77.55,49.78,61.59
2019,4810912,bryan,53.17,60.2,53.39,50.34,63.08,61.08,31.57,,79.94,67.12,,50.9,65.56,66.22,55.48,51.74,52.38,39.77,,61.95,65.98,73.91,44.18,59.27
2020,4810912,bryan,60.04,60.44,53.1,53.38,65.34,62.95,32.2,,83.74,69.16,,48.08,70.44,67.79,58.1,54.71,49.88,39.48,49.7,62.04,69.62,73.99,53.54,62.31
2021,4810912,bryan,60.44,62.2,54.78,56.33,66.03,65.51,31.97,44.02,75.24,69.22,,53.82,70.45,67.75,61.6,53.93,56.39,44.33,53.89,60.6,67.4,73.85,57.42,65.04
2022,4810912,bryan,55.71,56.19,50.1,51.95,61.66,63.15,30.04,41.54,74.62,66.64,79.01,49.49,66.41,65.49,58.27,51.53,51.6,42.05,48.21,59.48,67.44,69.88,54.04,61.17
2023,4810912,bryan,56.96,56.77,53.72,52.65,63.72,62.38,31.25,41.72,75.97,66.95,78.33,51.39,67.86,65.77,56.66,53.64,52.68,42.74,50.9,63.1,68.05,69.9,53.88,61.55
2013,4813024,carrollton,,,,,,,,,,,,,,,,,,,,,,,,
2014,4813024,carrollton,,,,43.0,,57.0,,,77.0,62.0,,,69.0,,56.0,52.0,,41.0,,,76.0,,48.0,58.0
2015,4813024,carrollton,,,,46.785,,62.045,,,79.00999999999999,67.14500000000001,,,72.28999999999999,,59.260000000000005,54.8,,43.475,,,75.015,,51.9,60.17
2016,4813024,carrollton,,,,50.57,,67.09,32.21,,81.02,72.29,,,75.58,70.32,62.52,57.6,,45.95,,,74.03,82.81,55.8,62.34
2017,4813024,carrollton,,,,49.855,,66.655,33.004999999999995,,82.16,72.525,,,75.43,71.285,63.05500000000001,59.18,,46.42,,,75.69,82.685,55.555,63.615
2018,4813024,carrollton,61.88,64.72,64.88,49.14,68.47,66.22,33.8,,83.3,72.76,,62.05,75.28,72.25,63.59,60.76,61.81,46.89,,72.21,77.35,82.56,55.31,64.89
2019,4813024,carrollton,60.25,65.36,63.5,50.1,70.59,66.34,33.84,,82.73,70.55,,62.51,72.35,70.07,62.7,55.88,61.55,48.49,,69.42,73.36,80.92,52.7,63.87
2020,4813024,carrollton,66.37,64.95,63.48,54.82,72.04,68.82,34.02,,86.12,73.23,,60.38,77.36,72.57,65.79,60.6,59.61,49.59,62.46,71.8,75.15,82.84,61.43,68.29
2021,4813024,carrollton,66.9,67.24,66.4,58.35,73.3,71.94,34.96,51.29,79.35,74.33,,65.07,77.34,73.7,69.2,59.46,65.4,54.54,64.18,70.58,73.53,82.92,63.5,70.72
2022,4813024,carrollton,63.84,63.11,63.28,55.47,69.99,70.2,34.16,48.26,79.56,72.48,83.26,61.61,74.88,71.89,66.49,57.99,60.82,52.22,58.7,69.81,75.52,79.66,60.54,68.1
2023,4813024,carrollton,64.17,63.62,66.81,56.12,71.98,69.37,34.96,48.14,80.57,72.06,83.11,63.31,76.56,71.35,64.84,60.32,62.59,52.83,62.29,72.61,76.16,79.98,60.64,69.25
2013,4815976,college station,,,,,,,,,,,,,,,,,,,,,,,,
2014,4815976,college station,,,,41.0,,53.0,,,76.0,60.0,,,62.0,,51.0,45.0,,36.0,,,71.0,,42.0,53.0
2015,4815976,college station,,,,44.065,,57.415,,,78.00999999999999,64.155,,,65.155,,53.575,47.53,,37.775,,,69.715,,45.28,54.445
2016,4815976,college station,,,,47.13,,61.83,32.08,,80.02,68.31,,,68.31,66.79,56.15,50.06,,39.55,,,68.43,77.02,48.56,55.89
2017,4815976,college station,,,,48.895,,62.1,33.129999999999995,,81.58,69.265,,,69.45,67.95500000000001,57.085,53.275000000000006,,39.51,,,70.95,77.285,49.17,58.74
2018,4815976,college station,59.25,62.48,58.79,50.66,64.25,62.37,34.18,,83.14,70.22,,53.6,70.59,69.12,58.02,56.49,55.12,39.47,,63.88,73.47,77.55,49.78,61.59
2019,4815976,college station,53.17,60.2,53.39,50.34,63.08,61.08,31.57,,79.94,67.12,,50.9,65.56,66.22,55.48,51.74,52.38,39.77,,61.95,65.98,73.91,44.18,59.27
2020,4815976,college station,60.04,60.44,53.1,53.38,65.34,62.95,32.2,,83.74,69.16,,48.08,70.44,67.79,58.1,54.71,49.88,39.48,49.7,62.04,69.62,73.99,53.54,62.31
2021,4815976,college station,60.44,62.2,54.78,56.33,66.03,65.51,31.97,44.02,75.24,69.22,,53.82,70.45,67.75,61.6,53.93,56.39,44.33,53.89,60.6,67.4,73.85,57.42,65.04
2022,4815976,college station,55.71,56.19,50.1,51.95,61.66,63.15,30.04,41.54,74.62,66.64,79.01,49.49,66.41,65.49,58.27,51.53,51.6,42.05,48.21,59.48,67.44,69.88,54.04,61.17
2023,4815976,college station,56.96,56.77,53.72,52.65,63.72,62.38,31.25,41.72,75.97,66.95,78.33,51.39,67.86,65.77,56.66,53.64,52.68,42.74,50.9,63.1,68.05,69.9,53.88,61.55
2013,4817000,corpus christi,,,,,,,,,,,,,,,,,,,,,,,,
2014,4817000,corpus christi,,,,39.0,,55.0,,,75.0,60.0,,,62.0,,53.0,54.0,,40.0,,,74.0,,43.0,56.0
2015,4817000,corpus christi,,,,43.34,,60.275,,,78.4,65.625,,,66.58,,56.755,55.005,,42.44,,,74.08,,47.88,58.715
2016,4817000,corpus christi,,,,47.68,,65.55,34.03,,81.8,71.25,,,71.16,69.96,60.51,56.01,,44.88,,,74.16,79.25,52.76,61.43
2017,4817000,corpus christi,,,,47.7,,64.94,34.760000000000005,,82.61,71.36500000000001,,,71.58500000000001,70.505,60.69,57.6,,44.92,,,75.745,80.175,52.29,62.80500000000001
2018,4817000,corpus christi,62.63,65.37,65.35,47.72,67.17,64.33,35.49,,83.42,71.48,,61.22,72.01,71.05,60.87,59.19,60.51,44.96,,68.95,77.33,81.1,51.82,64.18
2019,4817000,corpus christi,59.19,64.66,64.16,47.47,68.51,64.24,35.6,,82.21,68.83,,61.46,69.01,69.04,59.64,55.33,59.42,46.06,,67.54,72.09,79.99,49.16,63.42
2020,4817000,corpus christi,65.24,64.57,63.81,52.6,69.56,67.17,34.94,,84.91,72.3,,59.13,74.26,71.92,62.6,60.08,57.61,46.39,60.47,69.19,75.15,80.84,57.71,67.21
2021,4817000,corpus christi,65.53,66.4,65.3,55.85,70.11,69.78,34.18,46.98,75.6,73.15,,62.1,74.69,72.51,65.74,58.8,61.91,50.71,63.45,67.56,72.01,79.16,60.38,69.0
2022,4817000,corpus christi,60.16,61.51,61.83,51.41,66.66,67.01,32.28,43.88,76.35,70.43,79.56,58.62,70.49,69.88,62.32,57.29,57.61,47.49,57.7,66.51,72.75,74.65,56.25,65.0
2023,4817000,corpus christi,61.46,60.92,64.11,52.77,68.11,66.46,33.16,44.09,77.86,70.6,78.98,59.43,72.81,69.88,61.01,59.3,58.67,48.32,61.98,68.85,72.96,75.04,57.43,65.77
2013,4819000,dallas,,,,,,,,,,,,,,,,,,,,,,,,
2014,4819000,dallas,,,,39.8,,52.6,,,76.6,60.8,,,63.0,,50.6,49.6,,35.0,,,74.0,,42.2,52.2
2015,4819000,dallas,,,,42.693,,56.503,,,78.145,64.18199999999999,,,65.414,,52.834,50.409000000000006,,36.6,,,72.464,,44.868,52.952
2016,4819000,dallas,,,,45.586,,60.40599999999999,31.112,,79.69,67.564,,,67.828,65.824,55.068000000000005,51.218,,38.2,,,70.928,75.624,47.536,53.70399999999999
2017,4819000,dallas,,,,45.959,,60.22,31.992,,80.886,67.917,,,68.245,66.613,55.599,53.173,,38.679,,,72.694,75.922,47.612,55.769
2018,4819000,dallas,57.52,61.682,57.19199999999999,46.332,65.316,60.034000000000006,32.872,,82.08200000000001,68.27000000000001,,54.03,68.662,67.402,56.13000000000001,55.128,54.882000000000005,39.158,,63.84400000000001,74.46000000000001,76.22,47.688,57.834
2019,4819000,dallas,53.908,60.572,54.814,47.262,65.87,59.382000000000005,32.52,,80.612,65.08,,53.45399999999999,64.954,64.85,54.762,50.164,53.568000000000005,40.13,,61.262,68.966,73.47999999999999,44.578,56.56
2020,4819000,dallas,59.736,60.50599999999999,54.388,50.684,67.03200000000001,62.138,31.794,,83.728,67.82000000000001,,50.276,70.218,67.44,58.312,54.814,51.23,41.028,49.702,63.194,71.212,74.814,53.446000000000005,60.096
2021,4819000,dallas,61.016,62.956,57.186,54.162,67.844,65.776,32.32,45.036,75.27799999999999,68.98400000000001,,55.88199999999999,71.574,68.598,62.620000000000005,54.824,57.57000000000001,46.296,53.802,62.496,69.352,75.434,57.062,63.20799999999999
2022,4819000,dallas,58.712,59.362,54.596,52.614,65.596,65.622,32.462,44.486,76.248,68.29400000000001,80.126,53.484,69.602,68.11800000000001,61.342,54.388,54.568000000000005,45.48,49.904,62.95,71.31,73.438,55.408,61.776
2023,4819000,dallas,60.036,60.036,58.134,53.056,67.53999999999999,65.398,33.712,45.158,77.40599999999999,68.466,79.28200000000001,55.544,71.97999999999999,68.19,60.534000000000006,56.792,56.306,46.812,54.194,66.226,72.144,73.626,56.09400000000001,62.872
2013,4819972,denton,,,,,,,,,,,,,,,,,,,,,,,,
2014,4819972,denton,,,,39.0,,53.0,,,76.0,61.0,,,61.0,,50.0,51.0,,34.0,,,74.0,,40.0,52.0
2015,4819972,denton,,,,42.225,,56.755,,,77.55,63.905,,,64.315,,52.18,52.18,,35.364999999999995,,,73.09,,43.145,52.965
2016,4819972,denton,,,,45.45,,60.51,31.75,,79.1,66.81,,,67.63,64.66,54.36,53.36,,36.73,,,72.18,76.1,46.29,53.93
2017,4819972,denton,,,,45.285,,60.405,32.765,,80.21,67.235,,,68.205,65.685,55.14,55.28,,36.905,,,74.075,76.04499999999999,46.515,56.245000000000005
2018,4819972,denton,55.78,61.46,53.49,45.12,65.2,60.3,33.78,,81.32,67.66,,52.65,68.78,66.71,55.92,57.2,53.63,37.08,,63.7,75.97,75.99,46.74,58.56
2019,4819972,denton,50.96,59.85,50.75,44.9,64.86,58.92,32.3,,79.72,63.63,,50.91,64.29,62.96,54.0,51.58,51.38,37.92,,60.52,70.45,70.71,43.03,56.46
2020,4819972,denton,55.86,60.43,51.24,48.94,66.31,62.05,31.93,,83.08,65.92,,48.22,69.62,65.12,57.65,56.18,49.08,38.71,46.01,63.85,73.22,72.14,51.56,59.76
2021,4819972,denton,57.55,62.74,54.73,52.57,67.11,65.7,32.68,44.07,74.8,67.04,,55.33,71.16,66.46,61.32,55.72,56.73,43.7,50.85,62.67,71.0,73.68,54.22,63.16
2022,4819972,denton,56.86,59.69,52.69,52.45,65.71,66.63,33.64,44.61,76.52,67.49,81.03,53.3,70.0,67.68,60.9,56.19,54.38,43.78,47.0,63.92,73.2,72.95,53.08,62.02
2023,4819972,denton,58.61,60.79,56.25,52.55,67.42,66.69,35.1,45.32,77.68,68.1,80.42,55.45,72.66,68.12,60.63,58.9,56.08,46.02,51.63,67.76,74.6,73.13,54.63,63.39
2013,4820092,desoto,,,,,,,,,,,,,,,,,,,,,,,,
2017,4820092,desoto,,,,49.855,,66.655,33.004999999999995,,82.16,72.525,,,75.43,71.285,63.05500000000001,59.18,,46.42,,,75.69,82.685,55.555,63.615
2019,4820092,desoto,60.25,65.36,63.5,50.1,70.59,66.34,33.84,,82.73,70.55,,62.51,72.35,70.07,62.7,55.88,61.55,48.49,,69.42,73.36,80.92,52.7,63.87
2020,4820092,desoto,66.37,64.95,63.48,54.82,72.04,68.82,34.02,,86.12,73.23,,60.38,77.36,72.57,65.79,60.6,59.61,49.59,62.46,71.8,75.15,82.84,61.43,68.29
2021,4820092,desoto,66.9,67.24,66.4,58.35,73.3,71.94,34.96,51.29,79.35,74.33,,65.07,77.34,73.7,69.2,59.46,65.4,54.54,64.18,70.58,73.53,82.92,63.5,70.72
2022,4820092,desoto,63.84,63.11,63.28,55.47,69.99,70.2,34.16,48.26,79.56,72.48,83.26,61.61,74.88,71.89,66.49,57.99,60.82,52.22,58.7,69.81,75.52,79.66,60.54,68.1
2023,4820092,desoto,64.17,63.62,66.81,56.12,71.98,69.37,34.96,48.14,80.57,72.06,83.11,63.31,76.56,71.35,64.84,60.32,62.59,52.83,62.29,72.61,76.16,79.98,60.64,69.25
2017,4822660,edinburg,,,,49.82,,71.445,34.595,,81.88,75.53999999999999,,,77.275,75.75,68.08,64.25,,53.16,,,75.62,82.165,60.785,71.685
2022,4822660,edinburg,58.56,62.2,58.99,49.39,65.3,70.39,32.29,47.22,73.79,69.42,73.98,58.06,73.88,70.72,67.28,61.58,58.74,51.33,53.94,66.39,69.94,74.35,59.56,68.62
2013,4824000,el paso,,,,,,,,,,,,,,,,,,,,,,,,
2014,4824000,el paso,,,,37.0,,56.0,,,73.0,63.0,,,65.0,,55.0,54.0,,43.0,,,72.0,,47.0,58.0
2015,4824000,el paso,,,,38.81,,60.495,,,75.465,67.545,,,68.075,,58.045,54.475,,45.66,,,70.935,,49.49,59.245000000000005
2016,4824000,el paso,,,,40.62,,64.99,34.25,,77.93,72.09,,,71.15,69.6,61.09,54.95,,48.32,,,69.87,83.79,51.98,60.49
2017,4824000,el paso,,,,44.33,,67.815,36.45,,81.34,74.785,,,74.78,73.195,64.12,59.97,,52.405,,,74.905,84.7,55.59,66.275
2018,4824000,el paso,68.3,71.05,69.97,48.04,72.87,70.64,38.65,,84.75,77.48,,64.28,78.41,76.79,67.15,64.99,66.15,56.49,,77.48,79.94,85.61,59.2,72.06
2019,4824000,el paso,62.52,68.5,66.74,46.57,74.64,70.54,36.5,,83.19,74.92,,62.58,74.24,74.43,66.28,60.08,65.02,55.91,,74.37,74.65,84.51,56.06,70.36
2020,4824000,el paso,67.42,68.32,65.67,51.54,74.84,72.14,36.8,,86.22,77.68,,58.9,78.3,76.84,68.57,64.16,62.57,56.0,64.04,74.45,76.96,85.22,64.28,72.68
2021,4824000,el paso,69.42,70.78,66.53,54.68,75.31,75.1,36.89,52.4,79.6,79.0,,63.66,80.28,78.26,72.27,64.59,67.22,59.92,67.87,74.85,75.53,85.26,67.53,75.3
2022,4824000,el paso,63.42,65.3,62.37,49.76,70.72,71.72,34.76,48.03,77.95,75.12,80.78,58.69,76.17,74.36,68.3,62.14,61.14,55.53,61.3,70.59,74.78,80.56,63.34,70.69
2023,4824000,el paso,64.96,65.05,65.13,50.61,72.63,70.99,35.33,48.24,79.72,74.9,80.12,60.01,78.48,74.01,67.09,64.06,62.32,56.43,65.78,73.24,75.22,80.33,63.52,71.72
2017,4824768,euless,,,,43.405,,60.13,31.08,,80.71000000000001,65.75999999999999,,,64.44,65.60499999999999,55.43,50.885000000000005,,39.05,,,72.34,77.28,48.995000000000005,55.545
2019,4824768,euless,56.57,58.77,52.03,46.62,62.35,59.19,32.78,,80.85,63.96,,54.31,61.98,65.34,54.06,48.79,55.49,39.59,,64.26,68.33,76.18,46.56,56.21
2020,4824768,euless,62.92,60.17,53.38,50.65,65.72,63.04,31.46,,83.86,68.19,,52.02,67.39,69.46,57.84,53.45,53.8,40.43,47.38,65.57,71.14,78.05,55.05,59.91
2021,4824768,euless,64.05,62.5,56.02,53.88,65.85,66.82,32.04,45.55,74.77,69.48,,56.99,68.67,70.54,61.59,52.8,59.15,44.79,51.3,64.96,69.78,77.96,57.86,62.72
2022,4824768,euless,61.47,57.92,53.17,52.83,62.85,66.28,32.04,43.84,76.11,68.7,80.88,54.22,67.89,69.56,59.8,52.85,55.82,43.85,48.25,65.18,71.68,75.66,55.78,61.71
2023,4824768,euless,63.36,58.65,57.08,54.04,65.26,66.16,33.22,44.28,77.53,69.38,79.75,56.44,70.45,70.03,58.94,54.26,57.56,45.35,52.92,68.22,72.47,75.89,57.07,62.62
2013,4826232,flower mound,,,,,,,,,,,,,,,,,,,,,,,,
2014,4826232,flower mound,,,,39.0,,53.0,,,76.0,61.0,,,61.0,,50.0,51.0,,34.0,,,74.0,,40.0,52.0
2015,4826232,flower mound,,,,42.225,,56.755,,,77.55,63.905,,,64.315,,52.18,52.18,,35.364999999999995,,,73.09,,43.145,52.965
2016,4826232,flower mound,,,,45.45,,60.51,31.75,,79.1,66.81,,,67.63,64.66,54.36,53.36,,36.73,,,72.18,76.1,46.29,53.93
2017,4826232,flower mound,,,,45.285,,60.405,32.765,,80.21,67.235,,,68.205,65.685,55.14,55.28,,36.905,,,74.075,76.04499999999999,46.515,56.245000000000005
2018,4826232,flower mound,55.78,61.46,53.49,45.12,65.2,60.3,33.78,,81.32,67.66,,52.65,68.78,66.71,55.92,57.2,53.63,37.08,,63.7,75.97,75.99,46.74,58.56
2019,4826232,flower mound,50.96,59.85,50.75,44.9,64.86,58.92,32.3,,79.72,63.63,,50.91,64.29,62.96,54.0,51.58,51.38,37.92,,60.52,70.45,70.71,43.03,56.46
2020,4826232,flower mound,55.86,60.43,51.24,48.94,66.31,62.05,31.93,,83.08,65.92,,48.22,69.62,65.12,57.65,56.18,49.08,38.71,46.01,63.85,73.22,72.14,51.56,59.76
2021,4826232,flower mound,57.55,62.74,54.73,52.57,67.11,65.7,32.68,44.07,74.8,67.04,,55.33,71.16,66.46,61.32,55.72,56.73,43.7,50.85,62.67,71.0,73.68,54.22,63.16
2022,4826232,flower mound,56.86,59.69,52.69,52.45,65.71,66.63,33.64,44.61,76.52,67.49,81.03,53.3,70.0,67.68,60.9,56.19,54.38,43.78,47.0,63.92,73.2,72.95,53.08,62.02
2023,4826232,flower mound,58.61,60.79,56.25,52.55,67.42,66.69,35.1,45.32,77.68,68.1,80.42,55.45,72.66,68.12,60.63,58.9,56.08,46.02,51.63,67.76,74.6,73.13,54.63,63.39
2013,4827000,fort worth,,,,,,,,,,,,,,,,,,,,,,,,
2014,4827000,fort worth,,,,37.0,,52.0,,,76.0,58.0,,,59.0,,51.0,45.0,,36.0,,,72.0,,42.0,51.0
2015,4827000,fort worth,,,,39.98,,56.05,,,77.555,61.33,,,61.370000000000005,,52.665,46.55,,37.485,,,71.285,,45.370000000000005,52.355
2016,4827000,fort worth,,,,42.96,,60.1,29.95,,79.11,64.66,,,63.74,63.66,54.33,48.1,,38.97,,,70.57,77.02,48.74,53.71
2017,4827000,fort worth,,,,43.405,,60.13,31.08,,80.71000000000001,65.75999999999999,,,64.44,65.60499999999999,55.43,50.885000000000005,,39.05,,,72.34,77.28,48.995000000000005,55.545
2018,4827000,fort worth,59.73,60.54,54.32,43.85,61.15,60.16,32.21,,82.31,66.86,,54.0,65.14,67.55,56.53,53.67,56.63,39.13,,65.75,74.11,77.54,49.25,57.38
2019,4827000,fort worth,56.57,58.77,52.03,46.62,62.35,59.19,32.78,,80.85,63.96,,54.31,61.98,65.34,54.06,48.79,55.49,39.59,,64.26,68.33,76.18,46.56,56.21
2020,4827000,fort worth,62.92,60.17,53.38,50.65,65.72,63.04,31.46,,83.86,68.19,,52.02,67.39,69.46,57.84,53.45,53.8,40.43,47.38,65.57,71.14,78.05,55.05,59.91
2021,4827000,fort worth,64.05,62.5,56.02,53.88,65.85,66.82,32.04,45.55,74.77,69.48,,56.99,68.67,70.54,61.59,52.8,59.15,44.79,51.3,64.96,69.78,77.96,57.86,62.72
2022,4827000,fort worth,61.47,57.92,53.17,52.83,62.85,66.28,32.04,43.84,76.11,68.7,80.88,54.22,67.89,69.56,59.8,52.85,55.82,43.85,48.25,65.18,71.68,75.66,55.78,61.71
2023,4827000,fort worth,63.36,58.65,57.08,54.04,65.26,66.16,33.22,44.28,77.53,69.38,79.75,56.44,70.45,70.03,58.94,54.26,57.56,45.35,52.92,68.22,72.47,75.89,57.07,62.62
2017,4827684,frisco,,,,45.285,,60.405,32.765,,80.21,67.235,,,68.205,65.685,55.14,55.28,,36.905,,,74.075,76.04499999999999,46.515,56.245000000000005
2018,4827684,frisco,55.78,61.46,53.49,45.12,65.2,60.3,33.78,,81.32,67.66,,52.65,68.78,66.71,55.92,57.2,53.63,37.08,,63.7,75.97,75.99,46.74,58.56
2019,4827684,frisco,50.96,59.85,50.75,44.9,64.86,58.92,32.3,,79.72,63.63,,50.91,64.29,62.96,54.0,51.58,51.38,37.92,,60.52,70.45,70.71,43.03,56.46
2020,4827684,frisco,55.86,60.43,51.24,48.94,66.31,62.05,31.93,,83.08,65.92,,48.22,69.62,65.12,57.65,56.18,49.08,38.71,46.01,63.85,73.22,72.14,51.56,59.76
2021,4827684,frisco,57.55,62.74,54.73,52.57,67.11,65.7,32.68,44.07,74.8,67.04,,55.33,71.16,66.46,61.32,55.72,56.73,43.7,50.85,62.67,71.0,73.68,54.22,63.16
2022,4827684,frisco,56.86,59.69,52.69,52.45,65.71,66.63,33.64,44.61,76.52,67.49,81.03,53.3,70.0,67.68,60.9,56.19,54.38,43.78,47.0,63.92,73.2,72.95,53.08,62.02
2023,4827684,frisco,58.61,60.79,56.25,52.55,67.42,66.69,35.1,45.32,77.68,68.1,80.42,55.45,72.66,68.12,60.63,58.9,56.08,46.02,51.63,67.76,74.6,73.13,54.63,63.39
2013,4828068,galveston,,,,,,,,,,,,,,,,,,,,,,,,
2014,4828068,galveston,,,,38.0,,51.0,,,75.0,59.0,,,59.0,,50.0,46.0,,35.0,,,72.0,,41.0,51.0
2015,4828068,galveston,,,,41.465,,55.625,,,77.425,62.92,,,62.58,,52.595,47.775,,36.745000000000005,,,71.50999999999999,,44.55,52.505
2016,4828068,galveston,,,,44.93,,60.25,31.59,,79.85,66.84,,,66.16,66.01,55.19,49.55,,38.49,,,71.02,75.24,48.1,54.01
2017,4828068,galveston,,,,44.73,,59.885000000000005,32.7,,80.88499999999999,67.435,,,66.78,66.9,55.765,51.55,,38.69,,,72.43,75.3,48.19,56.075
2018,4828068,galveston,57.82,62.08,62.08,44.53,65.83,59.52,33.81,,81.92,68.03,,55.61,67.4,67.79,56.34,53.55,55.26,38.89,,65.34,73.84,75.36,48.28,58.14
2019,4828068,galveston,54.4,61.08,60.18,45.94,66.49,58.42,33.44,,79.91,64.74,,55.39,63.65,65.47,54.89,48.2,53.98,40.04,,63.18,68.06,72.14,45.46,57.08
2020,4828068,galveston,58.7,59.83,57.35,47.26,67.08,60.58,31.08,,83.15,66.31,,50.68,66.64,67.46,57.74,51.19,51.24,39.74,47.74,65.35,70.02,73.41,53.34,59.22
2021,4828068,galveston,59.23,61.55,58.78,50.23,67.22,63.02,31.04,42.85,73.64,66.55,,54.84,67.5,67.63,60.95,50.38,56.16,43.91,51.48,62.79,67.31,73.21,56.43,61.44
2022,4828068,galveston,55.19,56.77,54.58,47.36,63.04,61.37,30.08,41.09,73.98,64.39,76.56,51.09,63.92,65.26,58.04,49.82,52.36,41.91,46.75,61.82,68.5,70.45,54.72,58.91
2023,4828068,galveston,56.54,56.88,57.62,47.45,64.68,60.73,30.76,41.76,75.25,64.89,75.53,52.66,65.9,65.04,56.84,51.87,53.6,43.04,50.94,64.85,68.72,70.5,55.13,59.69
2013,4829000,garland,,,,,,,,,,,,,,,,,,,,,,,,
2014,4829000,garland,,,,43.0,,57.0,,,77.0,62.0,,,69.0,,56.0,52.0,,41.0,,,76.0,,48.0,58.0
2015,4829000,garland,,,,46.785,,62.045,,,79.00999999999999,67.14500000000001,,,72.28999999999999,,59.260000000000005,54.8,,43.475,,,75.015,,51.9,60.17
2016,4829000,garland,,,,50.57,,67.09,32.21,,81.02,72.29,,,75.58,70.32,62.52,57.6,,45.95,,,74.03,82.81,55.8,62.34
2017,4829000,garland,,,,49.855,,66.655,33.004999999999995,,82.16,72.525,,,75.43,71.285,63.05500000000001,59.18,,46.42,,,75.69,82.685,55.555,63.615
